,global,local,fusion
108,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.35314906 0.7506799  0.2643029  ... 0.3310948  0.62269574 0.76064754]
 [0.3887023  0.69183797 0.31586584 ... 0.3978902  0.59817606 0.694028  ]
 [0.38364008 0.698858   0.3080892  ... 0.4036106  0.60567355 0.70243865]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59253424 0.5769624  0.4450206  ... 0.49069813 0.6917693  0.6005423 ]
 [0.57259184 0.5259675  0.4980421  ... 0.49924618 0.6114612  0.5540017 ]
 [0.59548783 0.56077415 0.49317136 ... 0.5090296  0.6402027  0.5583844 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.72351855 0.31918216 0.43886906 ... 0.5693054  0.7928431  0.567354  ]
 [0.6531587  0.39869246 0.44624168 ... 0.5447384  0.7214646  0.5757451 ]
 [0.67888373 0.37342218 0.4185969  ... 0.54629415 0.75308186 0.54654884]]"
109,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.37595153 0.71521455 0.29933086 ... 0.37654433 0.61407846 0.7184685 ]
 [0.4246649  0.6437791  0.37532952 ... 0.4102914  0.57451594 0.6483314 ]
 [0.3744738  0.72109795 0.29538256 ... 0.3610336  0.6101216  0.7211792 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58451766 0.5614343  0.49016944 ... 0.48875365 0.65122586 0.56607443]
 [0.5832931  0.55183846 0.48465958 ... 0.5051825  0.63423294 0.5654627 ]
 [0.58337575 0.56477207 0.46811503 ... 0.49313784 0.66203046 0.5773414 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.68678856 0.37295765 0.4250565  ... 0.5498576  0.75174767 0.5591508 ]
 [0.6749122  0.39552355 0.44341734 ... 0.542452   0.7026436  0.5416879 ]
 [0.6957523  0.35833696 0.42453295 ... 0.5587796  0.7673089  0.5660018 ]]"
110,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3812154  0.7158033  0.29905933 ... 0.37840557 0.6184798  0.72136605]
 [0.38442656 0.71195555 0.30601636 ... 0.388441   0.62076    0.7177147 ]
 [0.38022357 0.7213039  0.3003353  ... 0.37130883 0.619908   0.725499  ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57880884 0.5541987  0.48163745 ... 0.49072912 0.64441395 0.5558484 ]
 [0.5808861  0.54958636 0.4906786  ... 0.4854731  0.6437648  0.551106  ]
 [0.584452   0.56400776 0.478736   ... 0.49128592 0.6565362  0.56054986]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6761971  0.36907896 0.45210394 ... 0.5498837  0.73987454 0.5505303 ]
 [0.678872   0.37734687 0.4452763  ... 0.551805   0.7377824  0.54778177]
 [0.68992996 0.3609555  0.4349255  ... 0.55545795 0.76024795 0.5526427 ]]"
111,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38668752 0.719154   0.29960972 ... 0.38139188 0.62706083 0.7237105 ]
 [0.3909924  0.7086984  0.30990875 ... 0.37753332 0.6168319  0.7118693 ]
 [0.3954951  0.7036077  0.313947   ... 0.3836783  0.6143615  0.70730525]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5933239  0.5669488  0.47495598 ... 0.4963461  0.67249656 0.569606  ]
 [0.585539   0.56243837 0.48660156 ... 0.4946826  0.66165733 0.56216973]
 [0.5869306  0.5641896  0.4894446  ... 0.5009334  0.667721   0.5627605 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70198756 0.36157468 0.42517865 ... 0.56022483 0.76819164 0.53717536]
 [0.69701827 0.36980027 0.4289285  ... 0.561377   0.7605437  0.5448904 ]
 [0.694684   0.3729437  0.4290633  ... 0.55835456 0.757949   0.541437  ]]"
112,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.35241234 0.7431187  0.27111363 ... 0.32168958 0.6211369  0.75349075]
 [0.3937879  0.70232594 0.3132016  ... 0.3823174  0.6072144  0.7036259 ]
 [0.37820548 0.72330266 0.29517424 ... 0.3540145  0.61480314 0.73003215]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.593953   0.5722664  0.46241623 ... 0.49601257 0.67583954 0.5877064 ]
 [0.5770307  0.5534597  0.5029301  ... 0.48905125 0.63400793 0.5459534 ]
 [0.58659166 0.55376196 0.46659774 ... 0.49103144 0.6510811  0.5751688 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7191316  0.32077894 0.4428505  ... 0.5637721  0.7954746  0.57076436]
 [0.672534   0.38332382 0.44731814 ... 0.54685336 0.73433894 0.5671093 ]
 [0.69548637 0.35621664 0.4404969  ... 0.5542495  0.7620695  0.56224966]]"
113,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.37985897 0.72531766 0.29591098 ... 0.36450472 0.61463314 0.7252212 ]
 [0.39750686 0.70601517 0.31126848 ... 0.40383315 0.62147677 0.71095246]
 [0.38411853 0.72876924 0.29162613 ... 0.38856828 0.6355427  0.73160845]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5828519  0.5613228  0.4643124  ... 0.4907894  0.644596   0.5760646 ]
 [0.61764383 0.5825616  0.47930208 ... 0.49609852 0.68085647 0.5576051 ]
 [0.5966223  0.56702137 0.47808373 ... 0.4953836  0.66812366 0.5635758 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6834237  0.36124048 0.43703905 ... 0.5641276  0.7587333  0.56675947]
 [0.710015   0.36396226 0.41197327 ... 0.55760944 0.7642484  0.5109369 ]
 [0.69962215 0.3644943  0.42467582 ... 0.5641531  0.7676273  0.5387863 ]]"
114,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4209816  0.65279955 0.3656701  ... 0.4199366  0.58981544 0.65430343]
 [0.42385    0.661443   0.35453    ... 0.42952356 0.5949745  0.67054766]
 [0.4124363  0.6767418  0.33793598 ... 0.41448846 0.60209435 0.68309677]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59288365 0.5591935  0.47273484 ... 0.50835973 0.66385096 0.56614816]
 [0.61244506 0.57873565 0.49658635 ... 0.5045314  0.6774547  0.5638405 ]
 [0.6013158  0.5627877  0.49758002 ... 0.5023026  0.6681171  0.5584736 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6863227  0.38632417 0.42681962 ... 0.555134   0.7288354  0.4982592 ]
 [0.7054655  0.396783   0.40545377 ... 0.5498989  0.7444872  0.49130556]
 [0.7043719  0.39436725 0.42082846 ... 0.55320805 0.7525831  0.5167343 ]]"
115,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.42241383 0.6641162  0.34687564 ... 0.43082976 0.5951284  0.6720404 ]
 [0.38570833 0.7242273  0.2931935  ... 0.36818147 0.6222917  0.7281048 ]
 [0.38335115 0.7173514  0.29339617 ... 0.35931334 0.61322755 0.7236009 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59690404 0.56729865 0.48573712 ... 0.50625247 0.66956127 0.5575737 ]
 [0.5952837  0.5654407  0.4759671  ... 0.48695907 0.6586159  0.56254554]
 [0.5828674  0.57162654 0.48143023 ... 0.49224022 0.65123916 0.56629914]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69105834 0.39838454 0.412684   ... 0.55865633 0.7434707  0.49951285]
 [0.69468075 0.35903665 0.4297381  ... 0.5579856  0.7705351  0.560215  ]
 [0.6854084  0.35629058 0.44120714 ... 0.5594587  0.7644348  0.5696588 ]]"
116,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.41259113 0.66861874 0.34704483 ... 0.38822705 0.5826059  0.6772025 ]
 [0.41221595 0.6682487  0.34934857 ... 0.38559338 0.57800126 0.6740458 ]
 [0.36001867 0.7332864  0.2787025  ... 0.3281097  0.6194339  0.73838955]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59344465 0.5528539  0.5042067  ... 0.51580566 0.6498004  0.570602  ]
 [0.5923502  0.5468023  0.51660186 ... 0.5086999  0.64329875 0.5729066 ]
 [0.58304316 0.55897117 0.4846473  ... 0.50843793 0.66508037 0.5647329 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6930891  0.38333818 0.43290883 ... 0.5505536  0.7413502  0.55508894]
 [0.69965994 0.37817544 0.43704352 ... 0.5488277  0.7370005  0.56507933]
 [0.7146852  0.3325831  0.43715256 ... 0.553931   0.79392564 0.5675444 ]]"
117,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3819     0.70579946 0.31871596 ... 0.35301405 0.59954095 0.7027577 ]
 [0.38556713 0.7151696  0.29996794 ... 0.37695646 0.6118059  0.72400844]
 [0.38417974 0.7089714  0.308956   ... 0.36794966 0.6159897  0.7090465 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57646364 0.5590397  0.49289086 ... 0.4897883  0.62824446 0.5624547 ]
 [0.5896999  0.55696183 0.4954598  ... 0.49359939 0.62935215 0.545314  ]
 [0.5829046  0.55707556 0.4923026  ... 0.4934429  0.6530957  0.56179285]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6774901  0.36272547 0.45657596 ... 0.55740666 0.7492558  0.58777547]
 [0.6695199  0.36627707 0.4438249  ... 0.5389244  0.7417964  0.5752562 ]
 [0.69354546 0.36686265 0.4425364  ... 0.55819744 0.75189537 0.5659939 ]]"
118,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.45285222 0.6011938  0.40691137 ... 0.45793465 0.5571758  0.6035625 ]
 [0.45426223 0.6017641  0.4080803  ... 0.45519543 0.5548902  0.60198516]
 [0.41206506 0.66875434 0.35227442 ... 0.3907891  0.58725864 0.66966575]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58706653 0.558076   0.5097013  ... 0.49635494 0.6527679  0.55791783]
 [0.5846603  0.5431329  0.50938964 ... 0.5014019  0.6311892  0.5513634 ]
 [0.6068441  0.5652264  0.4949103  ... 0.5167411  0.6776494  0.57575536]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6818622  0.4261196  0.42765215 ... 0.54416984 0.6967222  0.50055593]
 [0.6542698  0.43303123 0.4412872  ... 0.5324675  0.66453505 0.5149719 ]
 [0.7135076  0.3734102  0.42271113 ... 0.5521094  0.752368   0.5475692 ]]"
119,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.45402473 0.60247284 0.4083678  ... 0.452002   0.5563929  0.60896736]
 [0.42826262 0.6448156  0.37637547 ... 0.4428459  0.58256733 0.6493259 ]
 [0.4296239  0.63744426 0.37496033 ... 0.43828323 0.5797772  0.6452334 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5692323  0.53842264 0.52883846 ... 0.49333674 0.61489385 0.5428972 ]
 [0.58415645 0.54936963 0.50331277 ... 0.48866448 0.63190824 0.5625902 ]
 [0.601589   0.5769218  0.48511642 ... 0.5065393  0.68435884 0.5754563 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.63771725 0.44872084 0.4416232  ... 0.5331286  0.6543375  0.52312195]
 [0.668469   0.4103571  0.43345878 ... 0.5510652  0.7027061  0.51523805]
 [0.70496583 0.3985236  0.39552703 ... 0.5552357  0.7371883  0.49669805]]"
120,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38884503 0.71499604 0.30128184 ... 0.3839632  0.6216687  0.7200155 ]
 [0.39732766 0.69505477 0.31317642 ... 0.42880607 0.6218081  0.70368844]
 [0.39690337 0.694816   0.32387084 ... 0.3871936  0.60644895 0.69705623]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5873973  0.5658118  0.48436752 ... 0.49278605 0.6637199  0.5569371 ]
 [0.60486573 0.5710582  0.48056892 ... 0.5011515  0.6754549  0.5665867 ]
 [0.58823794 0.5534193  0.49818024 ... 0.4921602  0.6372031  0.5507773 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.68792856 0.36881724 0.42749783 ... 0.5541035  0.75886106 0.5502522 ]
 [0.70264626 0.3859429  0.41305342 ... 0.5594762  0.75788635 0.5031968 ]
 [0.67603576 0.3781351  0.44144472 ... 0.54819363 0.7326691  0.55354184]]"
121,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40114594 0.68132794 0.32646957 ... 0.42493048 0.61157453 0.6876102 ]
 [0.39501923 0.69759744 0.32002318 ... 0.39939386 0.61257756 0.70456517]
 [0.39560416 0.70888674 0.30794033 ... 0.38075098 0.6150359  0.71357447]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59413767 0.54043186 0.49150488 ... 0.50263673 0.644918   0.56411976]
 [0.5771666  0.53651184 0.49742058 ... 0.49276403 0.637247   0.56880087]
 [0.58334094 0.5635283  0.486363   ... 0.49267083 0.67011815 0.56605804]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69554657 0.38740623 0.42995095 ... 0.5471205  0.74346715 0.52199864]
 [0.68462527 0.3856727  0.4443363  ... 0.55354685 0.7360007  0.5771561 ]
 [0.7034863  0.36882594 0.4260367  ... 0.5681894  0.7632366  0.5525692 ]]"
122,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3332829  0.7607068  0.255605   ... 0.30332872 0.6285015  0.7622456 ]
 [0.36974972 0.7302401  0.28765246 ... 0.34859604 0.62108356 0.73168963]
 [0.36562553 0.72459203 0.28971443 ... 0.32899326 0.605094   0.7407992 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5954918  0.55417264 0.51933974 ... 0.5182076  0.6609727  0.5750423 ]
 [0.59179443 0.55699605 0.4633002  ... 0.4967137  0.6711473  0.584191  ]
 [0.57662284 0.55473423 0.47091138 ... 0.48593217 0.6322406  0.5554625 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7276615  0.3162486  0.4379367  ... 0.5488197  0.81767404 0.6080848 ]
 [0.7235911  0.34251827 0.43063274 ... 0.55427444 0.781531   0.55959284]
 [0.6922052  0.34272772 0.45838496 ... 0.53701174 0.7579759  0.596016  ]]"
123,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3997631  0.7094669  0.30276594 ... 0.42594662 0.62994593 0.7229508 ]
 [0.36208686 0.7298775  0.2836263  ... 0.33761033 0.6156096  0.7366177 ]
 [0.3513946  0.7350522  0.2869354  ... 0.3244499  0.61652845 0.73599577]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.61814153 0.572373   0.47954217 ... 0.49027792 0.6835848  0.56370324]
 [0.5938926  0.5686358  0.46632403 ... 0.4932623  0.676696   0.57491076]
 [0.5844658  0.5785599  0.46043894 ... 0.5006655  0.6699619  0.5770997 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7101531  0.38061464 0.40639904 ... 0.55018383 0.7676994  0.51061845]
 [0.72136396 0.3261613  0.4328388  ... 0.5545688  0.7945281  0.5649668 ]
 [0.7143681  0.32334098 0.44102144 ... 0.5594985  0.79012895 0.56489784]]"
124,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39345047 0.7042676  0.31999603 ... 0.38509014 0.6142065  0.7055417 ]
 [0.35413465 0.738766   0.28199124 ... 0.33304682 0.6292455  0.7408873 ]
 [0.38207674 0.72610646 0.29360193 ... 0.3749799  0.62557393 0.7276897 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5923748  0.5690274  0.4953877  ... 0.49332285 0.6540772  0.5552582 ]
 [0.58881736 0.55558556 0.47953746 ... 0.5115243  0.6708456  0.56718224]
 [0.5917405  0.56157213 0.47624257 ... 0.4856893  0.6640942  0.57356673]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6908832  0.36863118 0.4359182  ... 0.55096316 0.7547855  0.5419207 ]
 [0.7193329  0.33048254 0.43220714 ... 0.5552463  0.79383135 0.560072  ]
 [0.6974675  0.3606845  0.43234694 ... 0.5681768  0.7712365  0.5563601 ]]"
